Journal Name,ISSN,ISSN Online,Start year,www,ABDC FoR code,ABDC Ranking
International Journal of Applied Management Science,1755-8913,1755-8921,2008.0,http://www.inderscience.com/,1503,C
International Journal of Applied Quality Management,1742-2647,,2004.0,http://www.managementjournals.com/,1503,C
International Journal of Applied Systemic Studies,1751-0589,1751-0597,2007.0,http://www.inderscience.com/,1503,C
International Journal of Arts Management,1480-8986,,1966.0,http://www.proquest.com/,1503,C
International Journal of Asian Management,1618-7504,,2001.0,http://www.springerlink.com/,1503,C
International Journal of Asian Studies,1479-5914,1479-5922,2003.0,http://journals.cambridge.org/,1402,B
International Journal of Auditing,1090-6738,1099-1123,1997.0,http://www.wiley.com/,1501,B
International Journal of Automation Technology,1881-7629,1883-8022,2007.0,http://www.fujipress.jp/IJAT/index.html,1507,C
International Journal of Automative Technology,1229-9138,1976-3832,2000.0,http://www.springerlink.com/,1507,A
International Journal of Bank Marketing,0265-2323,1758-5937,1982.0,http://www.proquest.co.uk/en-UK/,1505,C
International Journal of Banking and Finance,1675-7227,,2003.0,http://epublications.bond.edu.au/ijbf/,1502,C
"International Journal of Banking, Accounting and Finance",1755-3830,1755-3849,2008.0,http://www.ingentaconnect.com/,1502,C
International Journal of Behavioural Accounting and Finance,1753-1969,1753-1977,2008.0,http://www.ingentaconnect.com/,1501,C
International Journal of Business,1083-4346,,1992.0,http://www.craig.csufresno.edu/ijb/,1503,C
International Journal of Business and Economics,1607-0704,,2002.0,http://www.ijbe.org/,1402,B
International Journal of Business and Emerging Markets,1753-6219,1753-6227,2008.0,http://www.ingentaconnect.com/,1503,C
International Journal of Business and Globalisation,1753-3627,1753-3635,2007.0,http://www.inderscience.com/,1503,C
International Journal of Business and Information,1728-8673,,2006.0,http://ijbi.org/,1501,C
International Journal of Business and Management,1833-3850,1833-8119,1998.0,http://ccsenet.org/,1505,C
International Journal of Business and Management Science,1837-6614,1985-692X,2008.0,http://www.safaworld.org/ijbms/,1503,C
International Journal of Business and Systems Research,1751-200X,1751-2018,2007.0,http://www.inderscience.com/,806,C
International Journal of Business Environment,1740-0589,1740-0597,2006.0,http://www.ingentaconnect.com/,1503,C
International Journal of Business Excellence,1756-0047,1756-0055,2008.0,http://www.inderscience.com/,1503,C
International Journal of Business Forecasting and Market Intelligence,1744-6635,1744-6643,2008.0,http://www.inderscience.com/,1503,C
International Journal of Business Governance and Ethics,1477-9048,1741-802X,,,1503,C
International Journal of Business Information Systems,1746-0972,1746-0980,2005.0,http://www.inderscience.com/,806,C
International Journal of Business Innovation and Research,1751-0252,1751-0260,2006.0,http://www.inderscience.com/,1503,C
International Journal of Business Performance Management,1368-4892,1741-5039,1998.0,http://www.inderscience.com/,1503,C
International Journal of Business Process Integration and Management,1741-8763,1741-8771,2005.0,http://www.inderscience.com/,1503,C
International Journal of Business Research,1554-5466,1554-5571,2004.0,http://www.iabe.eu/domains/iabeX/Default.aspx,1503,C
International Journal of Business Strategy,1553-9563,,2004.0,http://www.iabe.org/,1503,C
International Journal of Business Studies (Aust),1320-7156,,1993.0,http://www.business.ecu.edu.au/faculty/rnhd/ijbs/,1503,C
International Journal of Business Studies (USA),1555-7715,,2005.0,http://www.iabe.com/,1503,C
"International Journal of Business, Economy and Industry Studies",1206-7873,,1997.0,,1402,C
International Journal of Cases on Electronic Commerce,1548-0623,1548-0615,2005.0,http://www.igi-pub.com/,806,C
International Journal of Central Banking,1815-4654,,2005.0,http://www.ijcb.org/,1502,C
International Journal of Chinese Culture and Management,1752-1270,1752-1289,2007.0,http://www.inderscience.com/,1503,C
International Journal of Climatology,0899-8418,1097-0088,1981.0,http://www3.interscience.wiley.com/,1499,A
International Journal of Commerce and Management,1056-9219,1758-8529,1991.0,http://www.emeraldinsight.com/,1503,C
International Journal of Computer Integrated Manufacturing,0951-192X,1362-3052,1988.0,http://www.tandf.co.uk/,1503,B
International Journal of Conflict Management,1044-4068,1758-8545,1990.0,http://info.emeraldinsight.com/,1503,B
International Journal of Consumer Studies,1470-6423,1470-6431,1977.0,http://www3.interscience.wiley.com/,1505,C
International Journal of Contemporary Hospitality Management,0959-6119,1757-1049,1988.0,http://www.proquest.com/,1506,B
International Journal of Cooperative Information Systems,0218-8430,1793-6365,1992.0,http://www.ebscohost.com/,806,C
International Journal of Corporate Governance,1754-3037,1754-3045,2008.0,http://www.inderscience.com/,180105,B
International Journal of Critical Accounting,1757-9848,1757-9856,2009.0,http://www.inderscience.com/,1501,C
International Journal of Cross Cultural Management,1470-5958,1741-2838,2001.0,http://ccm.sagepub.com/,1503,B
"International Journal of Culture, Tourism and Hospitality Research",1750-6182,1750-6190,2007.0,http://www.proquest.co.uk/en-UK/,1506,C
International Journal of Data Warehousing and Mining,1548-3924,1548-3932,2005.0,http://www.igi-pub.com/,806,B
International Journal of Development Issues,1446-8956,,2002.0,http://www.emeraldinsight.com/,1402,C
International Journal of Disclosure and Governance,1741-3591,1746-6539,2003.0,http://www.proquest.com/,180105,C
International Journal of e-Business Management,1835-5412,,2007.0,http://search.informit.com.au/,1503,C
International Journal of e-Business Research,1548-1131,1548-114X,2005.0,http://www.proquest.com/,806,C
International Journal of Ecological Economics and Statistics,0973-1385,,2003.0,http://ceser.res.in/ijees.html,1402,C
International Journal of Economic Development,1523-9748,,1999.0,http://www.proquest.co.uk/en-UK/,1402,C
International Journal of Economic Perspectives,1307-1637,,2007.0,http://www.proquest.co.uk/en-UK/,1402,C
International Journal of Economic Policy and Emerging Economies,1752-0452,1752-0460,2007.0,http://www.inderscience.com/,1402,C
International Journal of Economic Research,0972-9380,,2004.0,,1402,C
International Journal of Economic Theory,1742-7355,1742-7363,2005.0,http://www3.interscience.wiley.com/,1401,B
International Journal of Economics and Finance,1916-971X,1916-9728,2009.0,http://ccsenet.org/,1502,C
International Journal of Educational Management,0951-354X,1758-6518,1987.0,http://www.emeraldinsight.com/,1503,C
International Journal of Electronic Banking,1753-5239,1753-5247,2008.0,http://www.inderscience.com/,1502,C
International Journal of Electronic Business,1470-6067,1741-5063,2002.0,http://www.inderscience.com/,1503,C
International Journal of Electronic Commerce,1086-4415,1557-9301,1996.0,http://www.ebscohost.com/,806,A
International Journal of Electronic Customer Relationship Management,1750-0664,1750-0672,2007.0,http://www.inderscience.com/,1505,C
International Journal of Electronic Finance,1746-0069,1746-0077,2006.0,http://www.inderscience.com/,1502,C
International Journal of Electronic Government Research,1548-3886,1548-3894,2005.0,http://www.ebscohost.com/,806,B
International Journal of Electronic Marketing and Retailing,1741-1025,1741-1033,2006.0,http://www.inderscience.com/,1505,C
International Journal of Emergency Management,1471-4825,1741-5071,2001.0,http://www.inderscience.com/,1503,C
International Journal of Emerging Markets,1746-8809,1746-8817,2006.0,http://www.proquest.co.uk/en-UK/,1505,C
International Journal of Employment Studies,1039-6993,,1993.0,,1503,C
International Journal of Enterprise Information Systems,1548-1115,1548-1123,2005.0,http://www.swetswise.com/,806,C
International Journal of Enterprise Network Management,1748-1252,1748-1260,2006.0,http://www.inderscience.com/,1505,B
International Journal of Entrepreneurial Behaviour and Research,1355-2554,1758-6534,1995.0,http://info.emeraldinsight.com/,1503,B
International Journal of Entrepreneurship,1099-9264,1939-4675,1997.0,http://www.proquest.com/,1503,C
International Journal of Entrepreneurship and Innovation,1465-7503,,2000.0,http://www.ippublishing.com/ei.htm,1503,C
International Journal of Entrepreneurship and Innovation Management,1368-275X,1741-5098,2000.0,http://www.inderscience.com/,1503,C
International Journal of Entrepreneurship and Small Business,1476-1297,1741-8054,2004.0,http://www.inderscience.com/,1503,C
International Journal of Entrepreneurship Education,1649-2269,,,,1503,C
International Journal of Environment and Pollution,0957-4352,1741-5101,1991.0,http://www.inderscience.com/,1499,C
International Journal of Environment and Sustainable Development,1474-6778,1478-7466,2002.0,http://www.inderscience.com/,1402,C
"International Journal of Environment, Workplace and Employment",1741-8437,1741-8445,2004.0,http://www.inderscience.com/,1503,C
International Journal of Environmental Technology and Management,1466-2132,1741-511X,2001.0,http://www.inderscience.com/,1503,C
International Journal of Event Management Research,1833-0681,,2005.0,http://www.ijemr.org/,1506,C
International Journal of Finance,1041-2743,,1988.0,,1502,C
International Journal of Finance   Economics,1076-9307,1099-1158,1996.0,http://www3.interscience.wiley.com/,1502,B
International Journal of Financial Services Management,1460-6712,1741-8062,2005.0,http://www.inderscience.com/,1502,C
International Journal of Flexible Manufacturing Systems,0920-6299,1572-9370,1988.0,http://springerlink.metapress.com/,1503,C
International Journal of Forecasting,0169-2070,1872-8200,1985.0,http://www.sciencedirect.com/,1402,A
International Journal of Foresight and Innovation Policy,1740-2816,1740-2824,2004.0,http://www.inderscience.com/,1503,C
International Journal of Game Theory,0020-7276,1432-1270,1971.0,http://www.springerlink.com/,1401,A
International Journal of Gender and Entrepreneurship,1756-6266,,2009.0,http://www.emeraldinsight.com/,1503,C
International Journal of General Systems,0308-1079,1563-5104,1974.0,http://www.tandf.co.uk/,1503,A
International Journal of Global Business and Competitiveness,0973-4619,0973-4619,2005.0,http://www.giftsociety.org/,1503,C
International Journal of Global Energy Issues,0954-7118,1741-5128,1989.0,http://www.inderscience.com/,1499,A
International Journal of Globalisation and Small Business,1479-3059,1479-3067,2004.0,http://www.inderscience.com/,1503,C
International Journal of Green Economics,1744-9928,1744-9936,2006.0,http://www.inderscience.com/,1402,C
International Journal of Health Care Finance and Economics,1389-6563,1573-6962,2001.0,http://www.springerlink.com/,1402,B
International Journal of Healthcare Information Systems and Informatics,1555-3396,1555-340X,2006.0,http://www.igi-pub.com/,806,C
International Journal of Healthcare Technology and Management,1368-2156,1741-5144,1999.0,http://www.inderscience.com/,1503,C
International Journal of Heritage Studies,1352-7258,1470-3610,1994.0,http://www.informaworld.com/,1506,B
International Journal of High Performance Systems Architecture,1751-6528,1751-6536,2007.0,http://www.inderscience.com/,806,C
International Journal of Home Economics,1999-561X,,2008.0,http://search.informit.com.au/,1499,C
International Journal of Hospitality and Tourism Administration,1525-6480,1525-6499,1997.0,http://www.ebscohost.com/,1506,C
International Journal of Hospitality Management,0278-4319,1873-4693,1982.0,http://www.sciencedirect.com/,1506,A
International Journal of Housing Markets and Analysis,1753-8270,1753-8289,2008.0,http://www.emeraldinsight.com/,1504,B
International Journal of Human Factors Modelling and Simulation,1742-5549,1742-5557,2006.0,http://www.inderscience.com/,806,C
International Journal of Human Resource Management,0958-5192,1466-4399,1990.0,http://www.tandf.co.uk/,1503,A
International Journal of Human Resources Development and Management,1465-6612,1741-5160,2001.0,http://www.inderscience.com/,1503,C
International Journal of Human-Computer Interaction,1044-7318,1532-7590,1989.0,http://www.informaworld.com/,806,B
International Journal of Human-Computer Studies,1071-5819,1095-9300,1969.0,http://www.sciencedirect.com/,806,A
International Journal of Indian Culture and Business Management,1753-0806,1753-0814,2007.0,http://www.inderscience.com/,1503,C
International Journal of Industrial Organization,0167-7187,,1983.0,http://www.sciencedirect.com/,1402,A
International Journal of Information and Computer Security,1744-1765,1744-1773,2007.0,http://www.ingentaconnect.com/,806,C
International Journal of Information and Systems Sciences,1708-296X,,2005.0,http://www.math.ualberta.ca/ijiss/,806,C
International Journal of Information Management,0268-4012,1873-4707,1980.0,http://www.sciencedirect.com/,806,C
International Journal of Information Security,1615-5262,1615-5270,2001.0,http://www.springerlink.com/,806,C
International Journal of Information Security and Privacy,1930-1650,1930-1669,2007.0,http://journals.igi-online.com/,806,C
International Journal of Information Systems and Change Management,1479-3121,1479-313X,2006.0,http://www.swetswise.com/,1503,C
International Journal of Information Systems and Supply Chain Management,1935-5726,1935-5734,2008.0,http://www.igi-global.com/,806,C
International Journal of Information Technology and Decision Making,0219-6220,1793-6845,2002.0,http://www.worldscinet.com/ijitdm/,806,C
International Journal of Information Technology and Management,1461-4111,1741-5179,2001.0,http://www.inderscience.com/,806,C
International Journal of Information Technology and the Systems Approach,1935-570X,1935-5718,2008.0,,806,C
International Journal of Innovation and Learning,1471-8197,1741-8089,2001.0,http://www.inderscience.com/,1503,C
International Journal of Innovation and Technology Management,0219-8770,1793-6950,2004.0,http://www.worldscinet.com/ijitm/,1503,C
International Journal of Innovation Management,1363-9196,1757-5877,1997.0,http://www.worldscinet.com/ijim/,1503,B
International Journal of Integrated Supply Management,1477-5360,1741-8097,2003.0,http://www.inderscience.com/,1503,C
International Journal of Intellectual Property Management,1478-9647,1478-9655,2006.0,http://www.inderscience.com/,1402,C
International Journal of Intelligent Enterprise,1745-3232,1745-3240,2007.0,http://www.inderscience.com/,1503,C
International Journal of Intercultural Information Management,1750-0028,1750-0036,2007.0,http://www.inderscience.com/,1503,C
International Journal of Intercultural Relations,0147-1767,1873-7552,1977.0,http://www.sciencedirect.com/,1503,A
International Journal of Internet and Enterprise Management,1476-1300,1741-5330,2003.0,http://www.inderscience.com/,806,C
International Journal of Internet Marketing and Advertising,1477-5212,1741-8100,2003.0,http://www.inderscience.com/,1505,C
International Journal of Interoperability in Business Information Systems,1862-6378,,2006.0,http://aphrodite.informatik.uni-oldenburg.de/,806,C
International Journal of Inventory Research,1746-6962,1746-6970,2008.0,http://www.inderscience.com/,1503,C
International Journal of IT Standards and Standardization Research,1539-3062,1539-3054,2003.0,http://www.proquest.com/,806,C
International Journal of Knowledge Management,1548-0666,1548-0658,2005.0,http://www.igi-pub.com/,806,C
International Journal of Knowledge Management Studies,1743-8268,1743-8276,2006.0,http://www.inderscience.com/,806,C
"International Journal of Knowledge, Culture and Change Management",1447-9524,1447-9575,2003.0,http://theorganisation.com/journal/,1503,C
International Journal of Law and Information Technology,0967-0769,1464-3693,1993.0,http://ijlit.oxfordjournals.org/,180105,A
International Journal of Learning and Change,1740-2875,1740-2883,2005.0,http://www.inderscience.com/,1503,C
